Year,Month,State,County,Rate
2015,October,Ohio,Belmont County,5.8
2015,October,Ohio,Ashland County,4.4
2015,October,Ohio,Morgan County,6.3
2015,October,Ohio,Clermont County,4
2015,October,Ohio,Perry County,5.8
2015,October,Ohio,Highland County,5.6
2015,October,Ohio,Lake County,3.3
2015,October,Ohio,Noble County,7.2
2015,October,Ohio,Meigs County,7
2015,October,Ohio,Cuyahoga County,4
2015,October,Ohio,Fayette County,4.2
2015,October,Ohio,Portage County,4.3
2015,October,Ohio,Preble County,4.3
2015,October,Ohio,Paulding County,4.1
2015,October,Ohio,Shelby County,3.7
2015,October,Ohio,Warren County,3.8
2015,October,Ohio,Darke County,3.6
2015,October,Ohio,Stark County,4.9
2015,October,Ohio,Muskingum County,5.6
2015,October,Ohio,Licking County,4
2015,October,Ohio,Gallia County,5.3
2015,October,Ohio,Fulton County,4
2015,October,Ohio,Wyandot County,3.1
2015,October,Ohio,Delaware County,3.2
2015,October,Ohio,Franklin County,3.8
2015,October,Ohio,Van Wert County,3.6
2015,October,Ohio,Mercer County,2.9
2015,October,Ohio,Allen County,4.3
2015,October,Ohio,Scioto County,6.7
2015,October,Ohio,Henry County,4
2015,October,Ohio,Crawford County,5.2
2015,October,Ohio,Morrow County,4.3
2015,October,Ohio,Washington County,5.7
2015,October,Ohio,Ottawa County,5.1
2015,October,Ohio,Harrison County,5.6
2015,October,Ohio,Putnam County,3.4
2015,October,Ohio,Seneca County,4
2015,October,Ohio,Sandusky County,4
2015,October,Ohio,Montgomery County,4.5
2015,October,Ohio,Summit County,4.4
2015,October,Ohio,Wayne County,3.5
2015,October,Ohio,Lucas County,4.7
2015,October,Ohio,Lorain County,4.3
2015,October,Ohio,Miami County,3.9
2015,October,Ohio,Hancock County,3.2
2015,October,Ohio,Carroll County,5.6
2015,October,Ohio,Jackson County,6.5
2015,October,Ohio,Geauga County,3.1
2015,October,Ohio,Greene County,3.9
2015,October,Ohio,Vinton County,5.2
2015,October,Ohio,Union County,3.4
2015,October,Ohio,Richland County,5
2015,October,Ohio,Hocking County,4.6
2015,October,Ohio,Hamilton County,4.1
2015,October,Ohio,Ashtabula County,5.2
2015,October,Ohio,Auglaize County,3.3
2015,October,Alabama,Autauga County,5
2015,October,Alabama,Conecuh County,8.8
2015,October,Alabama,Monroe County,10
2015,October,Alabama,Colbert County,7.2
2015,October,Alabama,Calhoun County,6.8
2015,October,Alabama,Clarke County,11.1
2015,October,Alabama,Escambia County,6.7
2015,October,Alabama,Dekalb County,5.7
2015,October,Alabama,Madison County,5.2
2015,October,Alabama,Marengo County,7
2015,October,Alabama,Marshall County,5.4
2015,October,Alabama,Cullman County,4.9
2015,October,Alabama,Lee County,4.7
2015,October,Alabama,Chilton County,5.4
2015,October,Alabama,Marion County,6.6
2015,October,Alabama,Montgomery County,6
2015,October,Alabama,Perry County,8.9
2015,October,Alabama,Lamar County,5.8
2015,October,Alabama,Winston County,7.1
2015,October,Alabama,Sumter County,7.2
2015,October,Alabama,Mobile County,6.8
2015,October,Alabama,Morgan County,5.5
2015,October,Alabama,Jackson County,6.3
2015,October,Alabama,Pike County,6.3
2015,October,Alabama,Randolph County,5.3
2015,October,Alabama,Bullock County,8.3
2015,October,Alabama,Jefferson County,5.6
2015,October,Alabama,Franklin County,6
2015,October,Alabama,Lowndes County,11.3
2015,October,Alabama,Washington County,8.1
2015,October,Alabama,Clay County,5.5
2015,October,Alabama,Butler County,7.1
2015,October,Alabama,Geneva County,5.5
2015,October,Alabama,Bibb County,6.3
2015,October,Alabama,Greene County,10.2
2015,October,Alabama,Crenshaw County,5.7
2015,October,Alabama,Shelby County,4.1
2015,October,Alabama,Dale County,5.9
2015,October,Alabama,Covington County,6.4
2015,October,Alabama,Hale County,7
2015,October,Alabama,Coffee County,5.5
2015,October,Alabama,Lawrence County,7.4
2015,October,Alabama,Houston County,5.9
2015,October,Alabama,Macon County,7.3
2015,October,Alabama,Etowah County,5.9
2015,October,Alabama,Lauderdale County,6.4
2015,October,Alabama,Limestone County,5.2
2015,October,Alabama,Cherokee County,5.2
2015,October,Alabama,Blount County,5.1
2015,October,Alabama,Barbour County,8.5
2015,October,Alabama,Wilcox County,13.6
2015,October,Alabama,Elmore County,4.9
2015,October,Alabama,Coosa County,6.2
2015,October,Alabama,Fayette County,6.5
2015,October,Alabama,Chambers County,5.6
2015,October,Alabama,Choctaw County,8.5
2015,October,Alabama,Henry County,6.3
2015,October,Alabama,Tallapoosa County,5.7
2015,October,Alabama,Saint Clair County,5.1
2015,October,Alabama,Russell County,5.6
2015,October,Alabama,Pickens County,6.1
2015,October,Alabama,Dallas County,8.8
2015,October,Alabama,Baldwin County,5.3
2015,October,Alabama,Tuscaloosa County,5
2015,October,Alabama,Walker County,6.9
2015,October,Alabama,Talladega County,6.2
2015,October,Alabama,Cleburne County,5.6
2015,October,Rhode Island,Providence County,5.6
2015,October,Rhode Island,Kent County,4.8
2015,October,Rhode Island,Newport County,4.2
2015,October,Rhode Island,Washington County,4.5
2015,October,Rhode Island,Bristol County,4.3
2015,October,South Dakota,Beadle County,2
2015,October,South Dakota,McCook County,1.9
2015,October,South Dakota,Edmunds County,2.2
2015,October,South Dakota,Shannon County,10.1
2015,October,South Dakota,Campbell County,2.5
2015,October,South Dakota,Hyde County,3.1
2015,October,South Dakota,Marshall County,2.8
2015,October,South Dakota,Yankton County,2.1
2015,October,South Dakota,Hamlin County,2.3
2015,October,South Dakota,Buffalo County,6.5
2015,October,South Dakota,Tripp County,2.1
2015,October,South Dakota,Todd County,6.1
2015,October,South Dakota,Haakon County,2.2
2015,October,South Dakota,Bon Homme County,2.2
2015,October,South Dakota,Fall River County,4.1
2015,October,South Dakota,Stanley County,1.7
2015,October,South Dakota,Day County,3.8
2015,October,South Dakota,Brookings County,2.2
2015,October,South Dakota,Potter County,2.3
2015,October,South Dakota,Hutchinson County,1.9
2015,October,South Dakota,Jones County,3.2
2015,October,South Dakota,Kingsbury County,2.4
2015,October,South Dakota,Lincoln County,1.8
2015,October,South Dakota,Jackson County,3.2
2015,October,South Dakota,Hughes County,1.9
2015,October,South Dakota,Perkins County,2.5
2015,October,South Dakota,Gregory County,2.6
2015,October,South Dakota,Sully County,1.9
2015,October,South Dakota,Clay County,2.4
2015,October,South Dakota,Moody County,2.8
2015,October,South Dakota,Roberts County,3
2015,October,South Dakota,Custer County,3.6
2015,October,South Dakota,Lake County,2.9
2015,October,South Dakota,Faulk County,2.2
2015,October,South Dakota,Meade County,2.6
2015,October,South Dakota,Walworth County,4.3
2015,October,South Dakota,Miner County,2.4
2015,October,South Dakota,Corson County,4.4
2015,October,South Dakota,Lyman County,4.2
2015,October,South Dakota,Hanson County,2.3
2015,October,South Dakota,Turner County,2.2
2015,October,South Dakota,Codington County,2.3
2015,October,South Dakota,Charles Mix County,2.9
2015,October,South Dakota,Douglas County,2
2015,October,South Dakota,Lawrence County,2.7
2015,October,South Dakota,Brown County,2.2
2015,October,South Dakota,Ziebach County,3.7
2015,October,South Dakota,Harding County,2.4
2015,October,South Dakota,Bennett County,4.5
2015,October,South Dakota,Sanborn County,2.3
2015,October,South Dakota,Clark County,2.5
2015,October,South Dakota,Hand County,2.1
2015,October,South Dakota,Union County,2.9
2015,October,South Dakota,McPherson County,2.7
2015,October,South Dakota,Aurora County,1.9
2015,October,South Dakota,Jerauld County,1.7
2015,October,South Dakota,Grant County,2.3
2015,October,South Dakota,Spink County,2.5
2015,October,South Dakota,Davison County,2
2015,October,South Dakota,Dewey County,9.2
2015,October,South Dakota,Deuel County,3.2
2015,October,South Dakota,Butte County,2.9
2015,October,South Dakota,Pennington County,2.6
2015,October,South Dakota,Brule County,2.2
2015,October,South Dakota,Minnehaha County,2.2
2015,October,South Dakota,Mellette County,4.1
2015,October,Colorado,Gilpin County,2.6
2015,October,Colorado,Las Animas County,4.4
2015,October,Colorado,Morgan County,3.1
2015,October,Colorado,Alamosa County,3.7
2015,October,Colorado,Dolores County,2.9
2015,October,Colorado,Summit County,2.4
2015,October,Colorado,Jefferson County,2.9
2015,October,Colorado,Pueblo County,4.5
2015,October,Colorado,Clear Creek County,2.9
2015,October,Colorado,Bent County,3
2015,October,Colorado,Denver County,3
2015,October,Colorado,Rio Grande County,4.6
2015,October,Colorado,Montrose County,3.9
2015,October,Colorado,Broomfield County,2.8
2015,October,Colorado,Adams County,3.5
2015,October,Colorado,Moffat County,3.2
2015,October,Colorado,San Miguel County,2.8
2015,October,Colorado,Larimer County,2.7
2015,October,Colorado,Mesa County,4.6
2015,October,Colorado,Archuleta County,3.1
2015,October,Colorado,Teller County,3.4
2015,October,Colorado,Sedgwick County,2.7
2015,October,Colorado,Arapahoe County,3.1
2015,October,Colorado,Hinsdale County,2.7
2015,October,Colorado,Lincoln County,2.8
2015,October,Colorado,Jackson County,3.1
2015,October,Colorado,Mineral County,4.3
2015,October,Colorado,Weld County,3.2
2015,October,Colorado,Huerfano County,5.7
2015,October,Colorado,Montezuma County,4.3
2015,October,Colorado,Routt County,3
2015,October,Colorado,Garfield County,3.3
2015,October,Colorado,Custer County,2.7
2015,October,Colorado,Saguache County,4.6
2015,October,Colorado,Ouray County,3.2
2015,October,Colorado,La Plata County,2.7
2015,October,Colorado,Otero County,4.4
2015,October,Colorado,Boulder County,2.6
2015,October,Colorado,Baca County,1.8
2015,October,Colorado,Conejos County,4.1
2015,October,Colorado,Lake County,3.2
2015,October,Colorado,Washington County,2.3
2015,October,Colorado,Eagle County,2.9
2015,October,Colorado,Douglas County,2.6
2015,October,Colorado,Logan County,2.6
2015,October,Colorado,Costilla County,4.8
2015,October,Colorado,Kiowa County,2.2
2015,October,Colorado,Yuma County,2.3
2015,October,Colorado,Chaffee County,2.8
2015,October,Colorado,Delta County,4.6
2015,October,Colorado,Phillips County,2.2
2015,October,Colorado,El Paso County,3.7
2015,October,Colorado,Fremont County,4.9
2015,October,Colorado,Rio Blanco County,4.4
2015,October,Colorado,San Juan County,3
2015,October,Colorado,Gunnison County,2.4
2015,October,Colorado,Elbert County,2.6
2015,October,Colorado,Cheyenne County,2.4
2015,October,Colorado,Park County,2.8
2015,October,Colorado,Kit Carson County,2.2
2015,October,Colorado,Prowers County,3.6
2015,October,Colorado,Pitkin County,4.3
2015,October,Colorado,Crowley County,3.5
2015,October,Colorado,Grand County,2.8
2015,October,New Jersey,Hudson County,4.6
2015,October,New Jersey,Salem County,5.7
2015,October,New Jersey,Gloucester County,5
2015,October,New Jersey,Burlington County,4.4
2015,October,New Jersey,Cumberland County,7
2015,October,New Jersey,Union County,5
2015,October,New Jersey,Hunterdon County,3.5
2015,October,New Jersey,Sussex County,4.3
2015,October,New Jersey,Passaic County,5.8
2015,October,New Jersey,Essex County,5.8
2015,October,New Jersey,Middlesex County,4.3
2015,October,New Jersey,Atlantic County,7.6
2015,October,New Jersey,Bergen County,4
2015,October,New Jersey,Somerset County,3.9
2015,October,New Jersey,Monmouth County,4.3
2015,October,New Jersey,Ocean County,5
2015,October,New Jersey,Mercer County,4.1
2015,October,New Jersey,Morris County,3.7
2015,October,New Jersey,Warren County,4.3
2015,October,New Jersey,Camden County,5.4
2015,October,New Jersey,Cape May County,8.4
2015,October,Washington,Asotin County,4.3
2015,October,Washington,Mason County,7.1
2015,October,Washington,Klickitat County,5.9
2015,October,Washington,Jefferson County,6.6
2015,October,Washington,Chelan County,4.5
2015,October,Washington,San Juan County,4.5
2015,October,Washington,Cowlitz County,7
2015,October,Washington,Whitman County,4.1
2015,October,Washington,Snohomish County,5
2015,October,Washington,Adams County,5.1
2015,October,Washington,Skagit County,6
2015,October,Washington,Island County,5.7
2015,October,Washington,Lewis County,7.3
2015,October,Washington,Wahkiakum County,8.4
2015,October,Washington,Lincoln County,5.1
2015,October,Washington,King County,4.6
2015,October,Washington,Pierce County,5.9
2015,October,Washington,Franklin County,6
2015,October,Washington,Garfield County,5.5
2015,October,Washington,Thurston County,5.4
2015,October,Washington,Douglas County,4.9
2015,October,Washington,Kittitas County,5.2
2015,October,Washington,Benton County,5.7
2015,October,Washington,Okanogan County,5.5
2015,October,Washington,Clark County,5.7
2015,October,Washington,Walla Walla County,4.6
2015,October,Washington,Ferry County,8.9
2015,October,Washington,Grays Harbor County,8
2015,October,Washington,Skamania County,6
2015,October,Washington,Whatcom County,5.5
2015,October,Washington,Columbia County,5.8
2015,October,Washington,Yakima County,6.2
2015,October,Washington,Grant County,5.7
2015,October,Washington,Spokane County,5.7
2015,October,Washington,Pacific County,8.4
2015,October,Washington,Clallam County,7.2
2015,October,Washington,Kitsap County,5.1
2015,October,Washington,Stevens County,7.2
2015,October,Washington,Pend Oreille County,8.2
2015,October,North Carolina,Yancey County,5.2
2015,October,North Carolina,Forsyth County,5.3
2015,October,North Carolina,Madison County,5.3
2015,October,North Carolina,Pasquotank County,6.9
2015,October,North Carolina,Cherokee County,5.9
2015,October,North Carolina,Camden County,5.4
2015,October,North Carolina,Granville County,4.8
2015,October,North Carolina,Lincoln County,5.1
2015,October,North Carolina,Orange County,4.5
2015,October,North Carolina,Rockingham County,6.2
2015,October,North Carolina,Davie County,4.9
2015,October,North Carolina,Iredell County,5.2
2015,October,North Carolina,Haywood County,4.7
2015,October,North Carolina,Wake County,4.5
2015,October,North Carolina,Hyde County,6.6
2015,October,North Carolina,Macon County,5.4
2015,October,North Carolina,Buncombe County,4
2015,October,North Carolina,Burke County,5.4
2015,October,North Carolina,Hertford County,6.8
2015,October,North Carolina,Duplin County,5.5
2015,October,North Carolina,Brunswick County,6.7
2015,October,North Carolina,Northampton County,7.4
2015,October,North Carolina,Surry County,5.2
2015,October,North Carolina,Yadkin County,4.7
2015,October,North Carolina,McDowell County,5.2
2015,October,North Carolina,Robeson County,7.8
2015,October,North Carolina,Nash County,6.8
2015,October,North Carolina,Davidson County,5.3
2015,October,North Carolina,Transylvania County,5.1
2015,October,North Carolina,Swain County,6.5
2015,October,North Carolina,Ashe County,5.2
2015,October,North Carolina,Edgecombe County,8.7
2015,October,North Carolina,Pamlico County,5.8
2015,October,North Carolina,Watauga County,4.5
2015,October,North Carolina,Sampson County,5.5
2015,October,North Carolina,Pender County,5.7
2015,October,North Carolina,Chowan County,7.1
2015,October,North Carolina,Caldwell County,5.8
2015,October,North Carolina,Randolph County,5.3
2015,October,North Carolina,Richmond County,7.6
2015,October,North Carolina,Columbus County,7.1
2015,October,North Carolina,Scotland County,10
2015,October,North Carolina,Bertie County,6.7
2015,October,North Carolina,Dare County,5.3
2015,October,North Carolina,Cabarrus County,4.9
2015,October,North Carolina,Alleghany County,5.5
2015,October,North Carolina,Moore County,5.6
2015,October,North Carolina,Onslow County,5.9
2015,October,North Carolina,Warren County,7.9
2015,October,North Carolina,Perquimans County,6.7
2015,October,North Carolina,Vance County,7.9
2015,October,North Carolina,Martin County,7.5
2015,October,North Carolina,Pitt County,5.9
2015,October,North Carolina,Gaston County,5.7
2015,October,North Carolina,Halifax County,8.5
2015,October,North Carolina,Lee County,6.9
2015,October,North Carolina,Currituck County,5.3
2015,October,North Carolina,Alamance County,5.1
2015,October,North Carolina,Rutherford County,7.3
2015,October,North Carolina,Carteret County,5.6
